original_url,id_a,idioma_a,id_b,idioma_b,similitud
https://hitdarderut-haaretz.org/bikoret-haaretz15,en/press-review15,en,es/press-review15,es,0.8522993326187134
https://hitdarderut-haaretz.org/bikoret-haaretz15,en/press-review15,en,pt/press-review15,pt,0.8858180642127991
https://hitdarderut-haaretz.org/bikoret-haaretz15,es/press-review15,es,pt/press-review15,pt,0.9575632810592651
https://hitdarderut-haaretz.org/bikoret-haaretz2,en/press-review2,en,es/press-review2,es,0.8716465830802917
https://hitdarderut-haaretz.org/bikoret-haaretz2,en/press-review2,en,pt/press-review2,pt,0.8057124614715576
https://hitdarderut-haaretz.org/bikoret-haaretz2,es/press-review2,es,pt/press-review2,pt,0.9049122929573059
https://hitdarderut-haaretz.org/bikoret-haaretz3,en/press-review3,en,es/press-review3,es,0.8727424740791321
https://hitdarderut-haaretz.org/bikoret-haaretz3,en/press-review3,en,pt/press-review3,pt,0.9279895424842834
https://hitdarderut-haaretz.org/bikoret-haaretz3,es/press-review3,es,pt/press-review3,pt,0.9369328022003174
https://hitdarderut-haaretz.org/bikoret-haaretz6,en/press-review6,en,es/press-review6,es,0.8243571519851685
https://hitdarderut-haaretz.org/bikoret-haaretz6,en/press-review6,en,pt/press-review6,pt,0.7679237127304077
https://hitdarderut-haaretz.org/bikoret-haaretz6,es/press-review6,es,pt/press-review6,pt,0.9152884483337402
https://hitdarderut-haaretz.org/bikoret-haaretz7,en/press-review7,en,es/press-review7,es,0.79132080078125
https://hitdarderut-haaretz.org/bikoret-haaretz7,en/press-review7,en,pt/press-review7,pt,0.8123819828033447
https://hitdarderut-haaretz.org/bikoret-haaretz7,es/press-review7,es,pt/press-review7,pt,0.9802243709564209
https://hitdarderut-haaretz.org/bikoret-haaretz8,en/press-review8,en,es/press-review8,es,0.9104126691818237
https://hitdarderut-haaretz.org/bikoret-haaretz8,en/press-review8,en,pt/press-review8,pt,0.9053488969802856
https://hitdarderut-haaretz.org/bikoret-haaretz8,es/press-review8,es,pt/press-review8,pt,0.9541798233985901
https://hitdarderut-haaretz.org/bikoret-haaretz9,en/press-review9,en,es/press-review9,es,0.9741202592849731
https://hitdarderut-haaretz.org/bikoret-haaretz9,en/press-review9,en,pt/press-review9,pt,0.9369727969169617
https://hitdarderut-haaretz.org/bikoret-haaretz9,es/press-review9,es,pt/press-review9,pt,0.960880696773529
https://hitdarderut-haaretz.org/filosofia,en/philosophy-of-learning,en,es/philosophy-of-learning,es,0.9294509887695312
https://hitdarderut-haaretz.org/filosofia,en/philosophy-of-learning,en,pt/philosophy-of-learning,pt,0.9008548259735107
https://hitdarderut-haaretz.org/filosofia,es/philosophy-of-learning,es,pt/philosophy-of-learning,pt,0.9581711292266846
https://hitdarderut-haaretz.org/filosofia-all,en/philosophy-of-learning-all,en,es/philosophy-of-learning-all,es,0.9232313632965088
https://hitdarderut-haaretz.org/filosofia-all,en/philosophy-of-learning-all,en,pt/philosophy-of-learning-all,pt,0.890395998954773
https://hitdarderut-haaretz.org/filosofia-all,es/philosophy-of-learning-all,es,pt/philosophy-of-learning-all,pt,0.9586656093597412
https://hitdarderut-haaretz.org/filosofia1,en/philosophy-of-learning1,en,es/philosophy-of-learning1,es,0.8146426677703857
https://hitdarderut-haaretz.org/filosofia1,en/philosophy-of-learning1,en,pt/philosophy-of-learning1,pt,0.8703442811965942
https://hitdarderut-haaretz.org/filosofia1,es/philosophy-of-learning1,es,pt/philosophy-of-learning1,pt,0.9500224590301514
https://hitdarderut-haaretz.org/filosofia10,en/philosophy-of-learning10,en,es/philosophy-of-learning10,es,0.9371591806411743
https://hitdarderut-haaretz.org/filosofia10,en/philosophy-of-learning10,en,pt/philosophy-of-learning10,pt,0.9349492788314819
https://hitdarderut-haaretz.org/filosofia10,es/philosophy-of-learning10,es,pt/philosophy-of-learning10,pt,0.9688261151313782
https://hitdarderut-haaretz.org/filosofia11,en/philosophy-of-learning11,en,es/philosophy-of-learning11,es,0.9700684547424316
https://hitdarderut-haaretz.org/filosofia11,en/philosophy-of-learning11,en,pt/philosophy-of-learning11,pt,0.937761664390564
https://hitdarderut-haaretz.org/filosofia11,es/philosophy-of-learning11,es,pt/philosophy-of-learning11,pt,0.9620293378829956
https://hitdarderut-haaretz.org/filosofia12,en/philosophy-of-learning12,en,es/philosophy-of-learning12,es,0.8064414262771606
https://hitdarderut-haaretz.org/filosofia12,en/philosophy-of-learning12,en,pt/philosophy-of-learning12,pt,0.861162543296814
https://hitdarderut-haaretz.org/filosofia12,es/philosophy-of-learning12,es,pt/philosophy-of-learning12,pt,0.9440692663192749
https://hitdarderut-haaretz.org/filosofia13,en/philosophy-of-learning13,en,es/philosophy-of-learning13,es,0.8942966461181641
https://hitdarderut-haaretz.org/filosofia13,en/philosophy-of-learning13,en,pt/philosophy-of-learning13,pt,0.8441739082336426
https://hitdarderut-haaretz.org/filosofia13,es/philosophy-of-learning13,es,pt/philosophy-of-learning13,pt,0.9193395376205444
https://hitdarderut-haaretz.org/filosofia14,en/philosophy-of-learning14,en,es/philosophy-of-learning14,es,0.9235372543334961
https://hitdarderut-haaretz.org/filosofia14,en/philosophy-of-learning14,en,pt/philosophy-of-learning14,pt,0.917251706123352
https://hitdarderut-haaretz.org/filosofia14,es/philosophy-of-learning14,es,pt/philosophy-of-learning14,pt,0.9661597609519958
https://hitdarderut-haaretz.org/filosofia15,en/philosophy-of-learning15,en,es/philosophy-of-learning15,es,0.9220470190048218
https://hitdarderut-haaretz.org/filosofia15,en/philosophy-of-learning15,en,pt/philosophy-of-learning15,pt,0.8893373012542725
https://hitdarderut-haaretz.org/filosofia15,es/philosophy-of-learning15,es,pt/philosophy-of-learning15,pt,0.9443967938423157
https://hitdarderut-haaretz.org/filosofia16,en/philosophy-of-learning16,en,es/philosophy-of-learning16,es,0.7786004543304443
https://hitdarderut-haaretz.org/filosofia16,en/philosophy-of-learning16,en,pt/philosophy-of-learning16,pt,0.7775588035583496
https://hitdarderut-haaretz.org/filosofia16,es/philosophy-of-learning16,es,pt/philosophy-of-learning16,pt,0.8585249185562134
https://hitdarderut-haaretz.org/filosofia18,en/philosophy-of-learning18,en,es/philosophy-of-learning18,es,0.8815549612045288
https://hitdarderut-haaretz.org/filosofia18,en/philosophy-of-learning18,en,pt/philosophy-of-learning18,pt,0.8695709109306335
https://hitdarderut-haaretz.org/filosofia18,es/philosophy-of-learning18,es,pt/philosophy-of-learning18,pt,0.9563128352165222
https://hitdarderut-haaretz.org/filosofia19,en/philosophy-of-learning19,en,es/philosophy-of-learning19,es,0.9547444581985474
https://hitdarderut-haaretz.org/filosofia19,en/philosophy-of-learning19,en,pt/philosophy-of-learning19,pt,0.8385957479476929
https://hitdarderut-haaretz.org/filosofia19,es/philosophy-of-learning19,es,pt/philosophy-of-learning19,pt,0.8745563626289368
https://hitdarderut-haaretz.org/filosofia2,en/philosophy-of-learning2,en,es/philosophy-of-learning2,es,0.9097808599472046
https://hitdarderut-haaretz.org/filosofia2,en/philosophy-of-learning2,en,pt/philosophy-of-learning2,pt,0.9390046000480652
https://hitdarderut-haaretz.org/filosofia2,es/philosophy-of-learning2,es,pt/philosophy-of-learning2,pt,0.9371230602264404
https://hitdarderut-haaretz.org/filosofia20,en/philosophy-of-learning20,en,es/philosophy-of-learning20,es,0.9511891603469849
https://hitdarderut-haaretz.org/filosofia20,en/philosophy-of-learning20,en,pt/philosophy-of-learning20,pt,0.9513859748840332
https://hitdarderut-haaretz.org/filosofia20,es/philosophy-of-learning20,es,pt/philosophy-of-learning20,pt,0.9759224653244019
https://hitdarderut-haaretz.org/filosofia21,en/philosophy-of-learning21,en,es/philosophy-of-learning21,es,0.9119257926940918
https://hitdarderut-haaretz.org/filosofia21,en/philosophy-of-learning21,en,pt/philosophy-of-learning21,pt,0.9306174516677856
https://hitdarderut-haaretz.org/filosofia21,es/philosophy-of-learning21,es,pt/philosophy-of-learning21,pt,0.9239158630371094
https://hitdarderut-haaretz.org/filosofia22,en/philosophy-of-learning22,en,es/philosophy-of-learning22,es,0.9344404339790344
https://hitdarderut-haaretz.org/filosofia22,en/philosophy-of-learning22,en,pt/philosophy-of-learning22,pt,0.9136791229248047
https://hitdarderut-haaretz.org/filosofia22,es/philosophy-of-learning22,es,pt/philosophy-of-learning22,pt,0.9633272290229797
https://hitdarderut-haaretz.org/filosofia24,en/philosophy-of-learning24,en,es/philosophy-of-learning24,es,0.9267623424530029
https://hitdarderut-haaretz.org/filosofia24,en/philosophy-of-learning24,en,pt/philosophy-of-learning24,pt,0.9219808578491211
https://hitdarderut-haaretz.org/filosofia24,es/philosophy-of-learning24,es,pt/philosophy-of-learning24,pt,0.9658998250961304
https://hitdarderut-haaretz.org/filosofia26,en/philosophy-of-learning26,en,es/philosophy-of-learning26,es,0.9218450784683228
https://hitdarderut-haaretz.org/filosofia26,en/philosophy-of-learning26,en,pt/philosophy-of-learning26,pt,0.9056898355484009
https://hitdarderut-haaretz.org/filosofia26,es/philosophy-of-learning26,es,pt/philosophy-of-learning26,pt,0.9428473711013794
https://hitdarderut-haaretz.org/filosofia27,en/philosophy-of-learning27,en,es/philosophy-of-learning27,es,0.9105533957481384
https://hitdarderut-haaretz.org/filosofia27,en/philosophy-of-learning27,en,pt/philosophy-of-learning27,pt,0.9000284671783447
https://hitdarderut-haaretz.org/filosofia27,es/philosophy-of-learning27,es,pt/philosophy-of-learning27,pt,0.981249988079071
https://hitdarderut-haaretz.org/filosofia28,en/philosophy-of-learning28,en,es/philosophy-of-learning28,es,0.908478319644928
https://hitdarderut-haaretz.org/filosofia28,en/philosophy-of-learning28,en,pt/philosophy-of-learning28,pt,0.9491042494773865
https://hitdarderut-haaretz.org/filosofia28,es/philosophy-of-learning28,es,pt/philosophy-of-learning28,pt,0.9211200475692749
https://hitdarderut-haaretz.org/filosofia30,en/philosophy-of-learning30,en,es/philosophy-of-learning30,es,0.9401600360870361
https://hitdarderut-haaretz.org/filosofia30,en/philosophy-of-learning30,en,pt/philosophy-of-learning30,pt,0.9395524263381958
https://hitdarderut-haaretz.org/filosofia30,es/philosophy-of-learning30,es,pt/philosophy-of-learning30,pt,0.9842574596405029
https://hitdarderut-haaretz.org/filosofia31,en/philosophy-of-learning31,en,es/philosophy-of-learning31,es,0.9178550243377686
https://hitdarderut-haaretz.org/filosofia31,en/philosophy-of-learning31,en,pt/philosophy-of-learning31,pt,0.8766099214553833
https://hitdarderut-haaretz.org/filosofia31,es/philosophy-of-learning31,es,pt/philosophy-of-learning31,pt,0.9804943203926086
https://hitdarderut-haaretz.org/filosofia33,en/philosophy-of-learning33,en,es/philosophy-of-learning33,es,0.8704607486724854
https://hitdarderut-haaretz.org/filosofia33,en/philosophy-of-learning33,en,pt/philosophy-of-learning33,pt,0.8483808636665344
https://hitdarderut-haaretz.org/filosofia33,es/philosophy-of-learning33,es,pt/philosophy-of-learning33,pt,0.9800928235054016
https://hitdarderut-haaretz.org/filosofia34,en/philosophy-of-learning34,en,es/philosophy-of-learning34,es,0.9444786310195923
https://hitdarderut-haaretz.org/filosofia34,en/philosophy-of-learning34,en,pt/philosophy-of-learning34,pt,0.894218921661377
https://hitdarderut-haaretz.org/filosofia34,es/philosophy-of-learning34,es,pt/philosophy-of-learning34,pt,0.9366727471351624
https://hitdarderut-haaretz.org/filosofia35,en/philosophy-of-learning35,en,es/philosophy-of-learning35,es,0.6699913144111633
https://hitdarderut-haaretz.org/filosofia35,en/philosophy-of-learning35,en,pt/philosophy-of-learning35,pt,0.549464225769043
https://hitdarderut-haaretz.org/filosofia35,es/philosophy-of-learning35,es,pt/philosophy-of-learning35,pt,0.8118616342544556
https://hitdarderut-haaretz.org/filosofia36,en/philosophy-of-learning36,en,es/philosophy-of-learning36,es,0.9609638452529907
https://hitdarderut-haaretz.org/filosofia36,en/philosophy-of-learning36,en,pt/philosophy-of-learning36,pt,0.9535518288612366
https://hitdarderut-haaretz.org/filosofia36,es/philosophy-of-learning36,es,pt/philosophy-of-learning36,pt,0.9843840599060059
https://hitdarderut-haaretz.org/filosofia37,en/philosophy-of-learning37,en,es/philosophy-of-learning37,es,0.8949398994445801
https://hitdarderut-haaretz.org/filosofia37,en/philosophy-of-learning37,en,pt/philosophy-of-learning37,pt,0.904557466506958
https://hitdarderut-haaretz.org/filosofia37,es/philosophy-of-learning37,es,pt/philosophy-of-learning37,pt,0.9781125783920288
https://hitdarderut-haaretz.org/filosofia38,en/philosophy-of-learning38,en,es/philosophy-of-learning38,es,0.9007900953292847
https://hitdarderut-haaretz.org/filosofia38,en/philosophy-of-learning38,en,pt/philosophy-of-learning38,pt,0.92961585521698
https://hitdarderut-haaretz.org/filosofia38,es/philosophy-of-learning38,es,pt/philosophy-of-learning38,pt,0.9330413937568665
https://hitdarderut-haaretz.org/filosofia39,en/philosophy-of-learning39,en,es/philosophy-of-learning39,es,0.8729950189590454
https://hitdarderut-haaretz.org/filosofia39,en/philosophy-of-learning39,en,pt/philosophy-of-learning39,pt,0.8552663326263428
https://hitdarderut-haaretz.org/filosofia39,es/philosophy-of-learning39,es,pt/philosophy-of-learning39,pt,0.9876701235771179
https://hitdarderut-haaretz.org/filosofia4,en/philosophy-of-learning4,en,es/philosophy-of-learning4,es,0.8716033697128296
https://hitdarderut-haaretz.org/filosofia4,en/philosophy-of-learning4,en,pt/philosophy-of-learning4,pt,0.9249477386474609
https://hitdarderut-haaretz.org/filosofia4,es/philosophy-of-learning4,es,pt/philosophy-of-learning4,pt,0.89946448802948
https://hitdarderut-haaretz.org/filosofia40,en/philosophy-of-learning40,en,es/philosophy-of-learning40,es,0.8394210934638977
https://hitdarderut-haaretz.org/filosofia40,en/philosophy-of-learning40,en,pt/philosophy-of-learning40,pt,0.8737154006958008
https://hitdarderut-haaretz.org/filosofia40,es/philosophy-of-learning40,es,pt/philosophy-of-learning40,pt,0.9255222082138062
https://hitdarderut-haaretz.org/filosofia41,en/philosophy-of-learning41,en,es/philosophy-of-learning41,es,0.9105115532875061
https://hitdarderut-haaretz.org/filosofia41,en/philosophy-of-learning41,en,pt/philosophy-of-learning41,pt,0.9174512624740601
https://hitdarderut-haaretz.org/filosofia41,es/philosophy-of-learning41,es,pt/philosophy-of-learning41,pt,0.9288057088851929
https://hitdarderut-haaretz.org/filosofia43,en/philosophy-of-learning43,en,es/philosophy-of-learning43,es,0.9268697500228882
https://hitdarderut-haaretz.org/filosofia43,en/philosophy-of-learning43,en,pt/philosophy-of-learning43,pt,0.8508734703063965
https://hitdarderut-haaretz.org/filosofia43,es/philosophy-of-learning43,es,pt/philosophy-of-learning43,pt,0.8466120362281799
https://hitdarderut-haaretz.org/filosofia45,en/philosophy-of-learning45,en,es/philosophy-of-learning45,es,0.9164166450500488
https://hitdarderut-haaretz.org/filosofia45,en/philosophy-of-learning45,en,pt/philosophy-of-learning45,pt,0.8437176942825317
https://hitdarderut-haaretz.org/filosofia45,es/philosophy-of-learning45,es,pt/philosophy-of-learning45,pt,0.9425481557846069
https://hitdarderut-haaretz.org/filosofia46,en/philosophy-of-learning46,en,es/philosophy-of-learning46,es,0.9377390742301941
https://hitdarderut-haaretz.org/filosofia46,en/philosophy-of-learning46,en,pt/philosophy-of-learning46,pt,0.9363867044448853
https://hitdarderut-haaretz.org/filosofia46,es/philosophy-of-learning46,es,pt/philosophy-of-learning46,pt,0.9693904519081116
https://hitdarderut-haaretz.org/filosofia47,en/philosophy-of-learning47,en,es/philosophy-of-learning47,es,0.9240307807922363
https://hitdarderut-haaretz.org/filosofia47,en/philosophy-of-learning47,en,pt/philosophy-of-learning47,pt,0.866923451423645
https://hitdarderut-haaretz.org/filosofia47,es/philosophy-of-learning47,es,pt/philosophy-of-learning47,pt,0.9617177248001099
https://hitdarderut-haaretz.org/filosofia48,en/philosophy-of-learning48,en,es/philosophy-of-learning48,es,0.8700093030929565
https://hitdarderut-haaretz.org/filosofia48,en/philosophy-of-learning48,en,pt/philosophy-of-learning48,pt,0.8537166118621826
https://hitdarderut-haaretz.org/filosofia48,es/philosophy-of-learning48,es,pt/philosophy-of-learning48,pt,0.9745776057243347
https://hitdarderut-haaretz.org/filosofia5,en/philosophy-of-learning5,en,es/philosophy-of-learning5,es,0.8977734446525574
https://hitdarderut-haaretz.org/filosofia5,en/philosophy-of-learning5,en,pt/philosophy-of-learning5,pt,0.8743610382080078
https://hitdarderut-haaretz.org/filosofia5,es/philosophy-of-learning5,es,pt/philosophy-of-learning5,pt,0.9498147368431091
https://hitdarderut-haaretz.org/filosofia50,en/philosophy-of-learning50,en,es/philosophy-of-learning50,es,0.8799763321876526
https://hitdarderut-haaretz.org/filosofia50,en/philosophy-of-learning50,en,pt/philosophy-of-learning50,pt,0.8417198061943054
https://hitdarderut-haaretz.org/filosofia50,es/philosophy-of-learning50,es,pt/philosophy-of-learning50,pt,0.9807353615760803
https://hitdarderut-haaretz.org/filosofia51,en/philosophy-of-learning51,en,es/philosophy-of-learning51,es,0.9140646457672119
https://hitdarderut-haaretz.org/filosofia51,en/philosophy-of-learning51,en,pt/philosophy-of-learning51,pt,0.9055361747741699
https://hitdarderut-haaretz.org/filosofia51,es/philosophy-of-learning51,es,pt/philosophy-of-learning51,pt,0.9754728674888611
https://hitdarderut-haaretz.org/filosofia55,en/philosophy-of-learning55,en,es/philosophy-of-learning55,es,0.8714163303375244
https://hitdarderut-haaretz.org/filosofia55,en/philosophy-of-learning55,en,pt/philosophy-of-learning55,pt,0.7395434975624084
https://hitdarderut-haaretz.org/filosofia55,es/philosophy-of-learning55,es,pt/philosophy-of-learning55,pt,0.8699815273284912
https://hitdarderut-haaretz.org/filosofia56,en/philosophy-of-learning56,en,es/philosophy-of-learning56,es,0.9334948062896729
https://hitdarderut-haaretz.org/filosofia56,en/philosophy-of-learning56,en,pt/philosophy-of-learning56,pt,0.9207886457443237
https://hitdarderut-haaretz.org/filosofia56,es/philosophy-of-learning56,es,pt/philosophy-of-learning56,pt,0.988828182220459
https://hitdarderut-haaretz.org/filosofia57,en/philosophy-of-learning57,en,es/philosophy-of-learning57,es,0.8223915696144104
https://hitdarderut-haaretz.org/filosofia57,en/philosophy-of-learning57,en,pt/philosophy-of-learning57,pt,0.8548455238342285
https://hitdarderut-haaretz.org/filosofia57,es/philosophy-of-learning57,es,pt/philosophy-of-learning57,pt,0.9120521545410156
https://hitdarderut-haaretz.org/filosofia59,en/philosophy-of-learning59,en,es/philosophy-of-learning59,es,0.9677499532699585
https://hitdarderut-haaretz.org/filosofia59,en/philosophy-of-learning59,en,pt/philosophy-of-learning59,pt,0.9461846947669983
https://hitdarderut-haaretz.org/filosofia59,es/philosophy-of-learning59,es,pt/philosophy-of-learning59,pt,0.9766611456871033
https://hitdarderut-haaretz.org/filosofia6,en/philosophy-of-learning6,en,es/philosophy-of-learning6,es,0.9330657124519348
https://hitdarderut-haaretz.org/filosofia6,en/philosophy-of-learning6,en,pt/philosophy-of-learning6,pt,0.9410312175750732
https://hitdarderut-haaretz.org/filosofia6,es/philosophy-of-learning6,es,pt/philosophy-of-learning6,pt,0.9741133451461792
https://hitdarderut-haaretz.org/filosofia61,en/philosophy-of-learning61,en,es/philosophy-of-learning61,es,0.9527557492256165
https://hitdarderut-haaretz.org/filosofia61,en/philosophy-of-learning61,en,pt/philosophy-of-learning61,pt,0.9471367597579956
https://hitdarderut-haaretz.org/filosofia61,es/philosophy-of-learning61,es,pt/philosophy-of-learning61,pt,0.980737566947937
https://hitdarderut-haaretz.org/filosofia62,en/philosophy-of-learning62,en,es/philosophy-of-learning62,es,0.934461236000061
https://hitdarderut-haaretz.org/filosofia62,en/philosophy-of-learning62,en,pt/philosophy-of-learning62,pt,0.9035167694091797
https://hitdarderut-haaretz.org/filosofia62,es/philosophy-of-learning62,es,pt/philosophy-of-learning62,pt,0.9756940603256226
https://hitdarderut-haaretz.org/filosofia63,en/philosophy-of-learning63,en,es/philosophy-of-learning63,es,0.9324204921722412
https://hitdarderut-haaretz.org/filosofia63,en/philosophy-of-learning63,en,pt/philosophy-of-learning63,pt,0.9190534353256226
https://hitdarderut-haaretz.org/filosofia63,es/philosophy-of-learning63,es,pt/philosophy-of-learning63,pt,0.9805272817611694
https://hitdarderut-haaretz.org/filosofia64,en/philosophy-of-learning64,en,es/philosophy-of-learning64,es,0.9389182329177856
https://hitdarderut-haaretz.org/filosofia64,en/philosophy-of-learning64,en,pt/philosophy-of-learning64,pt,0.9210684299468994
https://hitdarderut-haaretz.org/filosofia64,es/philosophy-of-learning64,es,pt/philosophy-of-learning64,pt,0.9709227085113525
https://hitdarderut-haaretz.org/filosofia66,en/philosophy-of-learning66,en,es/philosophy-of-learning66,es,0.9106357097625732
https://hitdarderut-haaretz.org/filosofia66,en/philosophy-of-learning66,en,pt/philosophy-of-learning66,pt,0.9094614386558533
https://hitdarderut-haaretz.org/filosofia66,es/philosophy-of-learning66,es,pt/philosophy-of-learning66,pt,0.9581918716430664
https://hitdarderut-haaretz.org/filosofia67,en/philosophy-of-learning67,en,es/philosophy-of-learning67,es,0.8483957052230835
https://hitdarderut-haaretz.org/filosofia67,en/philosophy-of-learning67,en,pt/philosophy-of-learning67,pt,0.8148032426834106
https://hitdarderut-haaretz.org/filosofia67,es/philosophy-of-learning67,es,pt/philosophy-of-learning67,pt,0.9839553833007812
https://hitdarderut-haaretz.org/filosofia68,en/philosophy-of-learning68,en,es/philosophy-of-learning68,es,0.9162944555282593
https://hitdarderut-haaretz.org/filosofia68,en/philosophy-of-learning68,en,pt/philosophy-of-learning68,pt,0.8152540922164917
https://hitdarderut-haaretz.org/filosofia68,es/philosophy-of-learning68,es,pt/philosophy-of-learning68,pt,0.9040113091468811
https://hitdarderut-haaretz.org/filosofia69,en/philosophy-of-learning69,en,es/philosophy-of-learning69,es,0.9747841358184814
https://hitdarderut-haaretz.org/filosofia69,en/philosophy-of-learning69,en,pt/philosophy-of-learning69,pt,0.9133106470108032
https://hitdarderut-haaretz.org/filosofia69,es/philosophy-of-learning69,es,pt/philosophy-of-learning69,pt,0.955103874206543
https://hitdarderut-haaretz.org/filosofia7,en/philosophy-of-learning7,en,es/philosophy-of-learning7,es,0.9220250844955444
https://hitdarderut-haaretz.org/filosofia7,en/philosophy-of-learning7,en,pt/philosophy-of-learning7,pt,0.9421144723892212
https://hitdarderut-haaretz.org/filosofia7,es/philosophy-of-learning7,es,pt/philosophy-of-learning7,pt,0.9679216742515564
https://hitdarderut-haaretz.org/filosofia70,en/philosophy-of-learning70,en,es/philosophy-of-learning70,es,0.9232568144798279
https://hitdarderut-haaretz.org/filosofia70,en/philosophy-of-learning70,en,pt/philosophy-of-learning70,pt,0.9284163117408752
https://hitdarderut-haaretz.org/filosofia70,es/philosophy-of-learning70,es,pt/philosophy-of-learning70,pt,0.9499924182891846
https://hitdarderut-haaretz.org/filosofia71,en/philosophy-of-learning71,en,es/philosophy-of-learning71,es,0.8233637809753418
https://hitdarderut-haaretz.org/filosofia71,en/philosophy-of-learning71,en,pt/philosophy-of-learning71,pt,0.8344728946685791
https://hitdarderut-haaretz.org/filosofia71,es/philosophy-of-learning71,es,pt/philosophy-of-learning71,pt,0.9273879528045654
https://hitdarderut-haaretz.org/filosofia72,en/philosophy-of-learning72,en,es/philosophy-of-learning72,es,0.8164297938346863
https://hitdarderut-haaretz.org/filosofia72,en/philosophy-of-learning72,en,pt/philosophy-of-learning72,pt,0.8043217658996582
https://hitdarderut-haaretz.org/filosofia72,es/philosophy-of-learning72,es,pt/philosophy-of-learning72,pt,0.9589070081710815
https://hitdarderut-haaretz.org/filosofia73,en/philosophy-of-learning73,en,es/philosophy-of-learning73,es,0.9609812498092651
https://hitdarderut-haaretz.org/filosofia73,en/philosophy-of-learning73,en,pt/philosophy-of-learning73,pt,0.937664270401001
https://hitdarderut-haaretz.org/filosofia73,es/philosophy-of-learning73,es,pt/philosophy-of-learning73,pt,0.9508476257324219
https://hitdarderut-haaretz.org/filosofia74,en/philosophy-of-learning74,en,es/philosophy-of-learning74,es,0.8693943023681641
https://hitdarderut-haaretz.org/filosofia74,en/philosophy-of-learning74,en,pt/philosophy-of-learning74,pt,0.9402363300323486
https://hitdarderut-haaretz.org/filosofia74,es/philosophy-of-learning74,es,pt/philosophy-of-learning74,pt,0.9240379333496094
https://hitdarderut-haaretz.org/filosofia75,en/philosophy-of-learning75,en,es/philosophy-of-learning75,es,0.8625880479812622
https://hitdarderut-haaretz.org/filosofia75,en/philosophy-of-learning75,en,pt/philosophy-of-learning75,pt,0.9647092819213867
https://hitdarderut-haaretz.org/filosofia75,es/philosophy-of-learning75,es,pt/philosophy-of-learning75,pt,0.8864517211914062
https://hitdarderut-haaretz.org/filosofia76,en/philosophy-of-learning76,en,es/philosophy-of-learning76,es,0.8784425258636475
https://hitdarderut-haaretz.org/filosofia76,en/philosophy-of-learning76,en,pt/philosophy-of-learning76,pt,0.9332512021064758
https://hitdarderut-haaretz.org/filosofia76,es/philosophy-of-learning76,es,pt/philosophy-of-learning76,pt,0.8623914122581482
https://hitdarderut-haaretz.org/filosofia81,en/philosophy-of-learning81,en,es/philosophy-of-learning81,es,0.915480375289917
https://hitdarderut-haaretz.org/filosofia81,en/philosophy-of-learning81,en,pt/philosophy-of-learning81,pt,0.9095685482025146
https://hitdarderut-haaretz.org/filosofia81,es/philosophy-of-learning81,es,pt/philosophy-of-learning81,pt,0.9757184386253357
https://hitdarderut-haaretz.org/filosofia82,en/philosophy-of-learning82,en,es/philosophy-of-learning82,es,0.8054080009460449
https://hitdarderut-haaretz.org/filosofia82,en/philosophy-of-learning82,en,pt/philosophy-of-learning82,pt,0.8118789196014404
https://hitdarderut-haaretz.org/filosofia82,es/philosophy-of-learning82,es,pt/philosophy-of-learning82,pt,0.9579843878746033
https://hitdarderut-haaretz.org/filosofia83,en/philosophy-of-learning83,en,es/philosophy-of-learning83,es,0.8922462463378906
https://hitdarderut-haaretz.org/filosofia83,en/philosophy-of-learning83,en,pt/philosophy-of-learning83,pt,0.8469424247741699
https://hitdarderut-haaretz.org/filosofia83,es/philosophy-of-learning83,es,pt/philosophy-of-learning83,pt,0.9511966109275818
https://hitdarderut-haaretz.org/filosofia84,en/philosophy-of-learning84,en,es/philosophy-of-learning84,es,0.8470168113708496
