original_url,id_a,idioma_a,id_b,idioma_b,similitud
https://hitdarderut-haaretz.org/filosofia84,en/philosophy-of-learning84,en,pt/philosophy-of-learning84,pt,0.8384634256362915
https://hitdarderut-haaretz.org/filosofia84,es/philosophy-of-learning84,es,pt/philosophy-of-learning84,pt,0.9801008701324463
https://hitdarderut-haaretz.org/filosofia85,en/philosophy-of-learning85,en,es/philosophy-of-learning85,es,0.8678070306777954
https://hitdarderut-haaretz.org/filosofia85,en/philosophy-of-learning85,en,pt/philosophy-of-learning85,pt,0.8457872867584229
https://hitdarderut-haaretz.org/filosofia85,es/philosophy-of-learning85,es,pt/philosophy-of-learning85,pt,0.9769827127456665
https://hitdarderut-haaretz.org/filosofia86,en/philosophy-of-learning86,en,es/philosophy-of-learning86,es,0.8753586411476135
https://hitdarderut-haaretz.org/filosofia86,en/philosophy-of-learning86,en,pt/philosophy-of-learning86,pt,0.8090591430664062
https://hitdarderut-haaretz.org/filosofia86,es/philosophy-of-learning86,es,pt/philosophy-of-learning86,pt,0.9667826294898987
https://hitdarderut-haaretz.org/filosofia87,en/philosophy-of-learning87,en,es/philosophy-of-learning87,es,0.931131899356842
https://hitdarderut-haaretz.org/filosofia87,en/philosophy-of-learning87,en,pt/philosophy-of-learning87,pt,0.9119975566864014
https://hitdarderut-haaretz.org/filosofia87,es/philosophy-of-learning87,es,pt/philosophy-of-learning87,pt,0.9640978574752808
https://hitdarderut-haaretz.org/filosofia88,en/philosophy-of-learning88,en,es/philosophy-of-learning88,es,0.9021902084350586
https://hitdarderut-haaretz.org/filosofia88,en/philosophy-of-learning88,en,pt/philosophy-of-learning88,pt,0.8570006489753723
https://hitdarderut-haaretz.org/filosofia88,es/philosophy-of-learning88,es,pt/philosophy-of-learning88,pt,0.8863085508346558
https://hitdarderut-haaretz.org/filosofia90,en/philosophy-of-learning90,en,es/philosophy-of-learning90,es,0.7998706102371216
https://hitdarderut-haaretz.org/filosofia90,en/philosophy-of-learning90,en,pt/philosophy-of-learning90,pt,0.7610028982162476
https://hitdarderut-haaretz.org/filosofia90,es/philosophy-of-learning90,es,pt/philosophy-of-learning90,pt,0.9492509365081787
https://hitdarderut-haaretz.org/handasat-enosh,en/human-engineering,en,es/human-engineering,es,0.9527945518493652
https://hitdarderut-haaretz.org/handasat-enosh,en/human-engineering,en,pt/human-engineering,pt,0.9669821858406067
https://hitdarderut-haaretz.org/handasat-enosh,es/human-engineering,es,pt/human-engineering,pt,0.9808341264724731
https://hitdarderut-haaretz.org/handasat-enosh0,en/human-engineering0,en,es/human-engineering0,es,0.8151880502700806
https://hitdarderut-haaretz.org/handasat-enosh0,en/human-engineering0,en,pt/human-engineering0,pt,0.8732872009277344
https://hitdarderut-haaretz.org/handasat-enosh0,es/human-engineering0,es,pt/human-engineering0,pt,0.92999267578125
https://hitdarderut-haaretz.org/handasat-enosh10,en/human-engineering10,en,es/human-engineering10,es,0.7837743759155273
https://hitdarderut-haaretz.org/handasat-enosh10,en/human-engineering10,en,pt/human-engineering10,pt,0.7615680694580078
https://hitdarderut-haaretz.org/handasat-enosh10,es/human-engineering10,es,pt/human-engineering10,pt,0.9737964868545532
https://hitdarderut-haaretz.org/handasat-enosh2,en/human-engineering2,en,es/human-engineering2,es,0.9177888631820679
https://hitdarderut-haaretz.org/handasat-enosh2,en/human-engineering2,en,pt/human-engineering2,pt,0.9332358241081238
https://hitdarderut-haaretz.org/handasat-enosh2,es/human-engineering2,es,pt/human-engineering2,pt,0.9600437879562378
https://hitdarderut-haaretz.org/handasat-enosh3,en/human-engineering3,en,es/human-engineering3,es,0.8642836809158325
https://hitdarderut-haaretz.org/handasat-enosh3,en/human-engineering3,en,pt/human-engineering3,pt,0.8463244438171387
https://hitdarderut-haaretz.org/handasat-enosh3,es/human-engineering3,es,pt/human-engineering3,pt,0.9274895787239075
https://hitdarderut-haaretz.org/handasat-enosh4,en/human-engineering4,en,es/human-engineering4,es,0.8271985650062561
https://hitdarderut-haaretz.org/handasat-enosh4,en/human-engineering4,en,pt/human-engineering4,pt,0.8754688501358032
https://hitdarderut-haaretz.org/handasat-enosh4,es/human-engineering4,es,pt/human-engineering4,pt,0.9256120920181274
https://hitdarderut-haaretz.org/handasat-enosh5,en/human-engineering5,en,es/human-engineering5,es,0.8706885576248169
https://hitdarderut-haaretz.org/handasat-enosh5,en/human-engineering5,en,pt/human-engineering5,pt,0.7798190116882324
https://hitdarderut-haaretz.org/handasat-enosh5,es/human-engineering5,es,pt/human-engineering5,pt,0.8776019811630249
https://hitdarderut-haaretz.org/handasat-enosh7,en/human-engineering7,en,es/human-engineering7,es,0.9180353879928589
https://hitdarderut-haaretz.org/handasat-enosh7,en/human-engineering7,en,pt/human-engineering7,pt,0.9016929268836975
https://hitdarderut-haaretz.org/handasat-enosh7,es/human-engineering7,es,pt/human-engineering7,pt,0.955620527267456
https://hitdarderut-haaretz.org/igul-shachor,en/night-life,en,es/night-life,es,0.8436923623085022
https://hitdarderut-haaretz.org/igul-shachor,en/night-life,en,pt/night-life,pt,0.8646520972251892
https://hitdarderut-haaretz.org/igul-shachor,es/night-life,es,pt/night-life,pt,0.9734160900115967
https://hitdarderut-haaretz.org/igul-shachor1,en/night-life1,en,es/night-life1,es,0.9128634929656982
https://hitdarderut-haaretz.org/igul-shachor1,en/night-life1,en,pt/night-life1,pt,0.8633317947387695
https://hitdarderut-haaretz.org/igul-shachor1,es/night-life1,es,pt/night-life1,pt,0.9364404082298279
https://hitdarderut-haaretz.org/igul-shachor10,en/night-life10,en,es/night-life10,es,0.9190766215324402
https://hitdarderut-haaretz.org/igul-shachor10,en/night-life10,en,pt/night-life10,pt,0.9309263229370117
https://hitdarderut-haaretz.org/igul-shachor10,es/night-life10,es,pt/night-life10,pt,0.9721757173538208
https://hitdarderut-haaretz.org/igul-shachor11,en/night-life11,en,es/night-life11,es,0.8971667885780334
https://hitdarderut-haaretz.org/igul-shachor11,en/night-life11,en,pt/night-life11,pt,0.8612689971923828
https://hitdarderut-haaretz.org/igul-shachor11,es/night-life11,es,pt/night-life11,pt,0.9173006415367126
https://hitdarderut-haaretz.org/igul-shachor12,en/night-life12,en,es/night-life12,es,0.8354596495628357
https://hitdarderut-haaretz.org/igul-shachor12,en/night-life12,en,pt/night-life12,pt,0.9464312791824341
https://hitdarderut-haaretz.org/igul-shachor12,es/night-life12,es,pt/night-life12,pt,0.898872435092926
https://hitdarderut-haaretz.org/igul-shachor13,en/night-life13,en,es/night-life13,es,0.9649070501327515
https://hitdarderut-haaretz.org/igul-shachor13,en/night-life13,en,pt/night-life13,pt,0.9482358694076538
https://hitdarderut-haaretz.org/igul-shachor13,es/night-life13,es,pt/night-life13,pt,0.9506887793540955
https://hitdarderut-haaretz.org/igul-shachor14,en/night-life14,en,es/night-life14,es,0.8969236612319946
https://hitdarderut-haaretz.org/igul-shachor14,en/night-life14,en,pt/night-life14,pt,0.8742237091064453
https://hitdarderut-haaretz.org/igul-shachor14,es/night-life14,es,pt/night-life14,pt,0.9754233360290527
https://hitdarderut-haaretz.org/igul-shachor15,en/night-life15,en,es/night-life15,es,0.921380877494812
https://hitdarderut-haaretz.org/igul-shachor15,en/night-life15,en,pt/night-life15,pt,0.9035636186599731
https://hitdarderut-haaretz.org/igul-shachor15,es/night-life15,es,pt/night-life15,pt,0.9559615850448608
https://hitdarderut-haaretz.org/igul-shachor16,en/night-life16,en,es/night-life16,es,0.9120187759399414
https://hitdarderut-haaretz.org/igul-shachor16,en/night-life16,en,pt/night-life16,pt,0.9173722267150879
https://hitdarderut-haaretz.org/igul-shachor16,es/night-life16,es,pt/night-life16,pt,0.9823071956634521
https://hitdarderut-haaretz.org/igul-shachor17,en/night-life17,en,es/night-life17,es,0.9473409056663513
https://hitdarderut-haaretz.org/igul-shachor17,en/night-life17,en,pt/night-life17,pt,0.9502756595611572
https://hitdarderut-haaretz.org/igul-shachor17,es/night-life17,es,pt/night-life17,pt,0.9780423641204834
https://hitdarderut-haaretz.org/igul-shachor18,en/night-life18,en,es/night-life18,es,0.974574625492096
https://hitdarderut-haaretz.org/igul-shachor18,en/night-life18,en,pt/night-life18,pt,0.9605233669281006
https://hitdarderut-haaretz.org/igul-shachor18,es/night-life18,es,pt/night-life18,pt,0.9752939939498901
https://hitdarderut-haaretz.org/igul-shachor19,en/night-life19,en,es/night-life19,es,0.9351638555526733
https://hitdarderut-haaretz.org/igul-shachor19,en/night-life19,en,pt/night-life19,pt,0.9563920497894287
https://hitdarderut-haaretz.org/igul-shachor19,es/night-life19,es,pt/night-life19,pt,0.9682022333145142
https://hitdarderut-haaretz.org/igul-shachor20,en/night-life20,en,es/night-life20,es,0.8639554977416992
https://hitdarderut-haaretz.org/igul-shachor20,en/night-life20,en,pt/night-life20,pt,0.933018147945404
https://hitdarderut-haaretz.org/igul-shachor20,es/night-life20,es,pt/night-life20,pt,0.9006329774856567
https://hitdarderut-haaretz.org/igul-shachor21,en/night-life21,en,es/night-life21,es,0.9256759881973267
https://hitdarderut-haaretz.org/igul-shachor21,en/night-life21,en,pt/night-life21,pt,0.9063410758972168
https://hitdarderut-haaretz.org/igul-shachor21,es/night-life21,es,pt/night-life21,pt,0.9850184917449951
https://hitdarderut-haaretz.org/igul-shachor22,en/night-life22,en,es/night-life22,es,0.9325762987136841
https://hitdarderut-haaretz.org/igul-shachor22,en/night-life22,en,pt/night-life22,pt,0.9240882396697998
https://hitdarderut-haaretz.org/igul-shachor22,es/night-life22,es,pt/night-life22,pt,0.9632027745246887
https://hitdarderut-haaretz.org/igul-shachor23,en/night-life23,en,es/night-life23,es,0.8797756433486938
https://hitdarderut-haaretz.org/igul-shachor23,en/night-life23,en,pt/night-life23,pt,0.933110237121582
https://hitdarderut-haaretz.org/igul-shachor23,es/night-life23,es,pt/night-life23,pt,0.9364814758300781
https://hitdarderut-haaretz.org/igul-shachor26,en/night-life26,en,es/night-life26,es,0.9342799782752991
https://hitdarderut-haaretz.org/igul-shachor26,en/night-life26,en,pt/night-life26,pt,0.9227917194366455
https://hitdarderut-haaretz.org/igul-shachor26,es/night-life26,es,pt/night-life26,pt,0.9618769884109497
https://hitdarderut-haaretz.org/igul-shachor27,en/night-life27,en,es/night-life27,es,0.9512984752655029
https://hitdarderut-haaretz.org/igul-shachor27,en/night-life27,en,pt/night-life27,pt,0.8759207725524902
https://hitdarderut-haaretz.org/igul-shachor27,es/night-life27,es,pt/night-life27,pt,0.9176025390625
https://hitdarderut-haaretz.org/igul-shachor28,en/night-life28,en,es/night-life28,es,0.822486162185669
https://hitdarderut-haaretz.org/igul-shachor28,en/night-life28,en,pt/night-life28,pt,0.7816163301467896
https://hitdarderut-haaretz.org/igul-shachor28,es/night-life28,es,pt/night-life28,pt,0.8515080213546753
https://hitdarderut-haaretz.org/igul-shachor29,en/night-life29,en,es/night-life29,es,0.8644856214523315
https://hitdarderut-haaretz.org/igul-shachor29,en/night-life29,en,pt/night-life29,pt,0.776447594165802
https://hitdarderut-haaretz.org/igul-shachor29,es/night-life29,es,pt/night-life29,pt,0.8414473533630371
https://hitdarderut-haaretz.org/igul-shachor30,en/night-life30,en,es/night-life30,es,0.8850843906402588
https://hitdarderut-haaretz.org/igul-shachor30,en/night-life30,en,pt/night-life30,pt,0.773509681224823
https://hitdarderut-haaretz.org/igul-shachor30,es/night-life30,es,pt/night-life30,pt,0.8925665616989136
https://hitdarderut-haaretz.org/igul-shachor32,en/night-life32,en,es/night-life32,es,0.8509117364883423
https://hitdarderut-haaretz.org/igul-shachor32,en/night-life32,en,pt/night-life32,pt,0.8761556148529053
https://hitdarderut-haaretz.org/igul-shachor32,es/night-life32,es,pt/night-life32,pt,0.9442203640937805
https://hitdarderut-haaretz.org/igul-shachor33,en/night-life33,en,es/night-life33,es,0.9086706042289734
https://hitdarderut-haaretz.org/igul-shachor33,en/night-life33,en,pt/night-life33,pt,0.8824031352996826
https://hitdarderut-haaretz.org/igul-shachor33,es/night-life33,es,pt/night-life33,pt,0.9539530277252197
https://hitdarderut-haaretz.org/igul-shachor34,en/night-life34,en,es/night-life34,es,0.8825260400772095
https://hitdarderut-haaretz.org/igul-shachor34,en/night-life34,en,pt/night-life34,pt,0.8732272982597351
https://hitdarderut-haaretz.org/igul-shachor34,es/night-life34,es,pt/night-life34,pt,0.9637762904167175
https://hitdarderut-haaretz.org/igul-shachor35,en/night-life35,en,es/night-life35,es,0.9214826822280884
https://hitdarderut-haaretz.org/igul-shachor35,en/night-life35,en,pt/night-life35,pt,0.8887308835983276
https://hitdarderut-haaretz.org/igul-shachor35,es/night-life35,es,pt/night-life35,pt,0.9150357842445374
https://hitdarderut-haaretz.org/igul-shachor36,en/night-life36,en,es/night-life36,es,0.9370097517967224
https://hitdarderut-haaretz.org/igul-shachor36,en/night-life36,en,pt/night-life36,pt,0.9004462957382202
https://hitdarderut-haaretz.org/igul-shachor36,es/night-life36,es,pt/night-life36,pt,0.9571967124938965
https://hitdarderut-haaretz.org/igul-shachor37,en/night-life37,en,es/night-life37,es,0.8569732904434204
https://hitdarderut-haaretz.org/igul-shachor37,en/night-life37,en,pt/night-life37,pt,0.8457019925117493
https://hitdarderut-haaretz.org/igul-shachor37,es/night-life37,es,pt/night-life37,pt,0.9489136934280396
https://hitdarderut-haaretz.org/igul-shachor38,en/night-life38,en,es/night-life38,es,0.891144871711731
https://hitdarderut-haaretz.org/igul-shachor38,en/night-life38,en,pt/night-life38,pt,0.8324034810066223
https://hitdarderut-haaretz.org/igul-shachor38,es/night-life38,es,pt/night-life38,pt,0.9220314025878906
https://hitdarderut-haaretz.org/igul-shachor40,en/night-life40,en,es/night-life40,es,0.944330632686615
https://hitdarderut-haaretz.org/igul-shachor40,en/night-life40,en,pt/night-life40,pt,0.9360343217849731
https://hitdarderut-haaretz.org/igul-shachor40,es/night-life40,es,pt/night-life40,pt,0.9240576028823853
https://hitdarderut-haaretz.org/igul-shachor41,en/night-life41,en,es/night-life41,es,0.9479444026947021
https://hitdarderut-haaretz.org/igul-shachor41,en/night-life41,en,pt/night-life41,pt,0.9427882432937622
https://hitdarderut-haaretz.org/igul-shachor41,es/night-life41,es,pt/night-life41,pt,0.9740221500396729
https://hitdarderut-haaretz.org/igul-shachor42,en/night-life42,en,es/night-life42,es,0.8736719489097595
https://hitdarderut-haaretz.org/igul-shachor42,en/night-life42,en,pt/night-life42,pt,0.9121080636978149
https://hitdarderut-haaretz.org/igul-shachor42,es/night-life42,es,pt/night-life42,pt,0.9333846569061279
https://hitdarderut-haaretz.org/igul-shachor43,en/night-life43,en,es/night-life43,es,0.7263977527618408
https://hitdarderut-haaretz.org/igul-shachor43,en/night-life43,en,pt/night-life43,pt,0.744648814201355
https://hitdarderut-haaretz.org/igul-shachor43,es/night-life43,es,pt/night-life43,pt,0.9299534559249878
https://hitdarderut-haaretz.org/igul-shachor45,en/night-life45,en,es/night-life45,es,0.9574735164642334
https://hitdarderut-haaretz.org/igul-shachor45,en/night-life45,en,pt/night-life45,pt,0.9598146677017212
https://hitdarderut-haaretz.org/igul-shachor45,es/night-life45,es,pt/night-life45,pt,0.9793269634246826
https://hitdarderut-haaretz.org/igul-shachor48,en/night-life48,en,es/night-life48,es,0.9670782089233398
https://hitdarderut-haaretz.org/igul-shachor48,en/night-life48,en,pt/night-life48,pt,0.9499354362487793
https://hitdarderut-haaretz.org/igul-shachor48,es/night-life48,es,pt/night-life48,pt,0.9764629602432251
https://hitdarderut-haaretz.org/igul-shachor49,en/night-life49,en,es/night-life49,es,0.9372081160545349
https://hitdarderut-haaretz.org/igul-shachor49,en/night-life49,en,pt/night-life49,pt,0.9138479828834534
https://hitdarderut-haaretz.org/igul-shachor49,es/night-life49,es,pt/night-life49,pt,0.9562299251556396
https://hitdarderut-haaretz.org/igul-shachor51,en/night-life51,en,es/night-life51,es,0.8289953470230103
https://hitdarderut-haaretz.org/igul-shachor51,en/night-life51,en,pt/night-life51,pt,0.8195769786834717
https://hitdarderut-haaretz.org/igul-shachor51,es/night-life51,es,pt/night-life51,pt,0.9208387732505798
https://hitdarderut-haaretz.org/igul-shachor52,en/night-life52,en,es/night-life52,es,0.7871233820915222
https://hitdarderut-haaretz.org/igul-shachor52,en/night-life52,en,pt/night-life52,pt,0.7949588894844055
https://hitdarderut-haaretz.org/igul-shachor52,es/night-life52,es,pt/night-life52,pt,0.9831465482711792
https://hitdarderut-haaretz.org/igul-shachor54,en/night-life54,en,es/night-life54,es,0.9161795973777771
https://hitdarderut-haaretz.org/igul-shachor54,en/night-life54,en,pt/night-life54,pt,0.8967365026473999
https://hitdarderut-haaretz.org/igul-shachor54,es/night-life54,es,pt/night-life54,pt,0.9778971076011658
https://hitdarderut-haaretz.org/igul-shachor57,en/night-life57,en,es/night-life57,es,0.7640056014060974
https://hitdarderut-haaretz.org/igul-shachor57,en/night-life57,en,pt/night-life57,pt,0.7947565317153931
https://hitdarderut-haaretz.org/igul-shachor57,es/night-life57,es,pt/night-life57,pt,0.9558159112930298
https://hitdarderut-haaretz.org/igul-shachor58,en/night-life58,en,es/night-life58,es,0.8441917300224304
https://hitdarderut-haaretz.org/igul-shachor58,en/night-life58,en,pt/night-life58,pt,0.9030100107192993
https://hitdarderut-haaretz.org/igul-shachor58,es/night-life58,es,pt/night-life58,pt,0.9085812568664551
https://hitdarderut-haaretz.org/igul-shachor6,en/night-life6,en,es/night-life6,es,0.859736442565918
https://hitdarderut-haaretz.org/igul-shachor6,en/night-life6,en,pt/night-life6,pt,0.935823380947113
https://hitdarderut-haaretz.org/igul-shachor6,es/night-life6,es,pt/night-life6,pt,0.897026777267456
https://hitdarderut-haaretz.org/igul-shachor60,en/night-life60,en,es/night-life60,es,0.9242955446243286
https://hitdarderut-haaretz.org/igul-shachor60,en/night-life60,en,pt/night-life60,pt,0.9276032447814941
https://hitdarderut-haaretz.org/igul-shachor60,es/night-life60,es,pt/night-life60,pt,0.9475807547569275
https://hitdarderut-haaretz.org/igul-shachor62,en/night-life62,en,es/night-life62,es,0.9146922826766968
https://hitdarderut-haaretz.org/igul-shachor62,en/night-life62,en,pt/night-life62,pt,0.8872092366218567
https://hitdarderut-haaretz.org/igul-shachor62,es/night-life62,es,pt/night-life62,pt,0.9104996919631958
https://hitdarderut-haaretz.org/igul-shachor63,en/night-life63,en,es/night-life63,es,0.7496002912521362
https://hitdarderut-haaretz.org/igul-shachor63,en/night-life63,en,pt/night-life63,pt,0.8820777535438538
https://hitdarderut-haaretz.org/igul-shachor63,es/night-life63,es,pt/night-life63,pt,0.8586949110031128
https://hitdarderut-haaretz.org/igul-shachor65,en/night-life65,en,es/night-life65,es,0.91539466381073
https://hitdarderut-haaretz.org/igul-shachor65,en/night-life65,en,pt/night-life65,pt,0.9144177436828613
https://hitdarderut-haaretz.org/igul-shachor65,es/night-life65,es,pt/night-life65,pt,0.9589545726776123
https://hitdarderut-haaretz.org/igul-shachor66,en/night-life66,en,es/night-life66,es,0.8883020877838135
https://hitdarderut-haaretz.org/igul-shachor66,en/night-life66,en,pt/night-life66,pt,0.8565223217010498
https://hitdarderut-haaretz.org/igul-shachor66,es/night-life66,es,pt/night-life66,pt,0.9368247389793396
https://hitdarderut-haaretz.org/igul-shachor67,en/night-life67,en,es/night-life67,es,0.8831751942634583
https://hitdarderut-haaretz.org/igul-shachor67,en/night-life67,en,pt/night-life67,pt,0.8897074460983276
https://hitdarderut-haaretz.org/igul-shachor67,es/night-life67,es,pt/night-life67,pt,0.990017294883728
https://hitdarderut-haaretz.org/igul-shachor68,en/night-life68,en,es/night-life68,es,0.9502168893814087
https://hitdarderut-haaretz.org/igul-shachor68,en/night-life68,en,pt/night-life68,pt,0.9396376013755798
https://hitdarderut-haaretz.org/igul-shachor68,es/night-life68,es,pt/night-life68,pt,0.9778363704681396
https://hitdarderut-haaretz.org/igul-shachor69,en/night-life69,en,es/night-life69,es,0.8975311517715454
https://hitdarderut-haaretz.org/igul-shachor69,en/night-life69,en,pt/night-life69,pt,0.8871879577636719
https://hitdarderut-haaretz.org/igul-shachor69,es/night-life69,es,pt/night-life69,pt,0.9336898326873779
https://hitdarderut-haaretz.org/igul-shachor7,en/night-life7,en,es/night-life7,es,0.8947107791900635
https://hitdarderut-haaretz.org/igul-shachor7,en/night-life7,en,pt/night-life7,pt,0.8380011916160583
https://hitdarderut-haaretz.org/igul-shachor7,es/night-life7,es,pt/night-life7,pt,0.9565461874008179
https://hitdarderut-haaretz.org/igul-shachor70,en/night-life70,en,es/night-life70,es,0.9419905543327332
https://hitdarderut-haaretz.org/igul-shachor70,en/night-life70,en,pt/night-life70,pt,0.9404251575469971
https://hitdarderut-haaretz.org/igul-shachor70,es/night-life70,es,pt/night-life70,pt,0.9630733728408813
https://hitdarderut-haaretz.org/igul-shachor71,en/night-life71,en,es/night-life71,es,0.8138495683670044
https://hitdarderut-haaretz.org/igul-shachor71,en/night-life71,en,pt/night-life71,pt,0.8237789869308472
https://hitdarderut-haaretz.org/igul-shachor71,es/night-life71,es,pt/night-life71,pt,0.9623762369155884
https://hitdarderut-haaretz.org/igul-shachor73,en/night-life73,en,es/night-life73,es,0.9060624837875366
https://hitdarderut-haaretz.org/igul-shachor73,en/night-life73,en,pt/night-life73,pt,0.9094773530960083
https://hitdarderut-haaretz.org/igul-shachor73,es/night-life73,es,pt/night-life73,pt,0.964802086353302
https://hitdarderut-haaretz.org/igul-shachor74,en/night-life74,en,es/night-life74,es,0.9623827338218689
https://hitdarderut-haaretz.org/igul-shachor74,en/night-life74,en,pt/night-life74,pt,0.907037615776062
https://hitdarderut-haaretz.org/igul-shachor74,es/night-life74,es,pt/night-life74,pt,0.9616623520851135
https://hitdarderut-haaretz.org/igul-shachor75,en/night-life75,en,es/night-life75,es,0.9090147018432617
https://hitdarderut-haaretz.org/igul-shachor75,en/night-life75,en,pt/night-life75,pt,0.9225632548332214
https://hitdarderut-haaretz.org/igul-shachor75,es/night-life75,es,pt/night-life75,pt,0.9599031209945679
https://hitdarderut-haaretz.org/igul-shachor78,en/night-life78,en,es/night-life78,es,0.7904754877090454
https://hitdarderut-haaretz.org/igul-shachor78,en/night-life78,en,pt/night-life78,pt,0.7418417930603027
https://hitdarderut-haaretz.org/igul-shachor78,es/night-life78,es,pt/night-life78,pt,0.8145581483840942
https://hitdarderut-haaretz.org/igul-shachor8,en/night-life8,en,es/night-life8,es,0.8830546140670776
https://hitdarderut-haaretz.org/igul-shachor8,en/night-life8,en,pt/night-life8,pt,0.841684103012085
https://hitdarderut-haaretz.org/igul-shachor8,es/night-life8,es,pt/night-life8,pt,0.9415035247802734
https://hitdarderut-haaretz.org/igul-shachor80,en/night-life80,en,es/night-life80,es,0.8658996820449829
https://hitdarderut-haaretz.org/igul-shachor80,en/night-life80,en,pt/night-life80,pt,0.8678879141807556
https://hitdarderut-haaretz.org/igul-shachor80,es/night-life80,es,pt/night-life80,pt,0.97605299949646
https://hitdarderut-haaretz.org/igul-shachor81,en/night-life81,en,es/night-life81,es,0.9223957061767578
https://hitdarderut-haaretz.org/igul-shachor81,en/night-life81,en,pt/night-life81,pt,0.9119844436645508
https://hitdarderut-haaretz.org/igul-shachor81,es/night-life81,es,pt/night-life81,pt,0.9627730846405029
https://hitdarderut-haaretz.org/igul-shachor82,en/night-life82,en,es/night-life82,es,0.7585256695747375
https://hitdarderut-haaretz.org/igul-shachor82,en/night-life82,en,pt/night-life82,pt,0.7877997159957886
https://hitdarderut-haaretz.org/igul-shachor82,es/night-life82,es,pt/night-life82,pt,0.9504621624946594
https://hitdarderut-haaretz.org/igul-shachor84,en/night-life84,en,es/night-life84,es,0.8605601787567139
https://hitdarderut-haaretz.org/igul-shachor84,en/night-life84,en,pt/night-life84,pt,0.8973526954650879
https://hitdarderut-haaretz.org/igul-shachor84,es/night-life84,es,pt/night-life84,pt,0.9359931945800781
https://hitdarderut-haaretz.org/igul-shachor85,en/night-life85,en,es/night-life85,es,0.8492770791053772
https://hitdarderut-haaretz.org/igul-shachor85,en/night-life85,en,pt/night-life85,pt,0.8309826254844666
https://hitdarderut-haaretz.org/igul-shachor85,es/night-life85,es,pt/night-life85,pt,0.9627339243888855
https://hitdarderut-haaretz.org/igul-shachor87,en/night-life87,en,es/night-life87,es,0.8172380924224854
https://hitdarderut-haaretz.org/igul-shachor87,en/night-life87,en,pt/night-life87,pt,0.8711912631988525
https://hitdarderut-haaretz.org/igul-shachor87,es/night-life87,es,pt/night-life87,pt,0.9605629444122314
https://hitdarderut-haaretz.org/igul-shachor88,en/night-life88,en,es/night-life88,es,0.9438316822052002
https://hitdarderut-haaretz.org/igul-shachor88,en/night-life88,en,pt/night-life88,pt,0.9121667146682739
https://hitdarderut-haaretz.org/igul-shachor88,es/night-life88,es,pt/night-life88,pt,0.9658188223838806
https://hitdarderut-haaretz.org/igul-shachor9,en/night-life9,en,es/night-life9,es,0.8866784572601318
https://hitdarderut-haaretz.org/igul-shachor9,en/night-life9,en,pt/night-life9,pt,0.9086040258407593
https://hitdarderut-haaretz.org/igul-shachor9,es/night-life9,es,pt/night-life9,pt,0.9741597175598145
https://hitdarderut-haaretz.org/tarbut-vesifrut10,en/culture&literature10,en,es/culture&literature10,es,0.8727133870124817
https://hitdarderut-haaretz.org/tarbut-vesifrut10,en/culture&literature10,en,pt/culture&literature10,pt,0.8574492931365967
https://hitdarderut-haaretz.org/tarbut-vesifrut10,es/culture&literature10,es,pt/culture&literature10,pt,0.9054688811302185
https://hitdarderut-haaretz.org/tarbut-vesifrut11,en/culture&literature11,en,es/culture&literature11,es,0.9134089350700378
https://hitdarderut-haaretz.org/tarbut-vesifrut11,en/culture&literature11,en,pt/culture&literature11,pt,0.9189872741699219
https://hitdarderut-haaretz.org/tarbut-vesifrut11,es/culture&literature11,es,pt/culture&literature11,pt,0.9612113237380981
https://hitdarderut-haaretz.org/tarbut-vesifrut12,en/culture&literature12,en,es/culture&literature12,es,0.8957957029342651
https://hitdarderut-haaretz.org/tarbut-vesifrut12,en/culture&literature12,en,pt/culture&literature12,pt,0.8094775676727295
https://hitdarderut-haaretz.org/tarbut-vesifrut12,es/culture&literature12,es,pt/culture&literature12,pt,0.9057846665382385
https://hitdarderut-haaretz.org/tarbut-vesifrut14,en/culture&literature14,en,es/culture&literature14,es,0.8439288139343262
